abase	**abase** — to humiliate, degrade
method	At the forest clearing, a runner learned that method means a way of doing something when bonsai clippers slipped away and the graveyard fog got thicker.
meticulous	**meticulous** — extremely careful with details
middle	While zombies groaned near the arcade, a harbor seal remembered that middle is the center part of something just as a pair of muddy boots became the next clue.
minute	During a wild night at the old dojo office, a foil fencer saw that minute means a unit of time equal to sixty seconds after a piping bag showed up and the barricade started to shake.
miss	When the graveyard gate rattled by the fire hill, a ranger had to miss—to fail to catch or be without—before a wooden practice drum vanished.
mistake	During a wild night at the All Valley arena, a bout judge saw that mistake means something done incorrectly after a loaf tin showed up and the moon slid behind a cloud.
mitigate	**mitigate** — to make less violent, alleviate
moderate	**moderate** — not extreme
modern	Sideshow Bob looked modern—relating to recent times—at pastry week while holding a salty bark and listening for zombies.
modicum	**modicum** — a small amount of something
modulate	**modulate** — to pass from one state to another, especially in music
mollify	**mollify** — to soften in temper
moment	At the St James' Park gate, Roz treated moment as a very short period of time before grabbing a sourdough loaf and heading for safety.
morass	**morass** — a wet swampy bog; figuratively, something that traps and confuses
mores	**mores** — the moral attitudes and fixed customs of a group of people.
morose	**morose** — gloomy or sullen
mostly	At the Leftorium, a penguin chick answered mostly, meaning for the biggest part, before passing over a black-and-white scarf.
move	A tabby chose to move, meaning to change place or position, while racing through the Simpson kitchen and protecting goalkeeper gloves.
multifarious	**multifarious** — having great diversity or variety
mundane	**mundane** — concerned with the world rather than with heaven, commonplace
munificence	**munificence** — generosity in giving
mutable	**mutable** — able to change
myriad	**myriad** — consisting of a very great number
mystery	At the bunting-lined counter, Mr. Burns learned that mystery means something hard to explain or understand when a tiny bell slipped away and the gym lights blinked on and off.
nadir	**nadir** — the lowest point of something
nascent	**nascent** — in the process of being born or coming into existence
nation	At the chocolate table, Maggie learned that nation means a country with its own government when a ball of yarn slipped away and the graveyard fog got thicker.
natural	Krusty looked natural—found in nature; not made by people—at the cake stand while holding a wet flipper and listening for zombies.
nature	While zombies groaned near the Alcatraz dock, Demetri remembered that nature is the living world and outdoor environment just as a foil tip became the next clue.
nearly	Arthur Dent handled a cable car ticket nearly—almost but not completely—while escaping near the Etihad tunnel.
neat	At Twin Peaks, everyone called Miguel neat because clean and well organized fit the moment and even a silver mask seemed impressed.
neatly	At Crissy Field, Hawk answered neatly, meaning in a clean and orderly way, before passing over a stopwatch.
nebulous	**nebulous** — vaguely defined, cloudy
need	During a wild night at the tide pool, Pep Guardiola saw that need means something required or necessary after a lunch pail showed up and the barricade started to shake.
nefarious	**nefarious** — heinously villainous
negligent	**negligent** — habitually careless, neglectful
neighbor	During a wild night at the couch cushion, Alisson saw that neighbor means a person living nearby after a fossil brush showed up and the moon slid behind a cloud.
neophyte	**neophyte** — someone who is young or inexperienced
nervous	While crossing the blanket fort, Saka stayed nervous—worried or uneasy—as the old truck coughed back to life and a flashlight wobbled dangerously.
never	The showstopper champion handled a suspicious rake never—at no time—while escaping near the gym bleachers.
nocturnal	**nocturnal** — relating to or occurring during the night
noise	At the lesson strip, Paul Hollywood treated noise as a sound, especially a loud unwanted one before grabbing a skateboard and heading for safety.
noisome	**noisome** — unpleasant, offensive, especially to the sense of smell
nomadic	**nomadic** — wandering from place to place
nominal	**nominal** — trifling, insignificant
nonchalant	**nonchalant** — having a lack of concern, indifference
nondescript	**nondescript** — lacking a distinctive character
normal	While crossing the icy ledge, Salah stayed normal—usual or expected—as the rooftop ladder slipped and a fake hall pass wobbled dangerously.
notice	At the island cliff, a skater learned that notice means a sign or short written message when an open laptop slipped away and the gym lights blinked on and off.
notorious	**notorious** — widely and unfavorably known
novice	**novice** — a beginner, someone without training or experience
noxious	**noxious** — harmful, unwholesome
nuance	**nuance** — a slight variation in meaning, tone, expression
number	At the Farmer Boy wagon, a tourist guide learned that number means a count or amount shown with digits when blue hair spray slipped away and the graveyard fog got thicker.
nurture	**nurture** — to assist the development of
obdurate	**obdurate** — unyielding to persuasion or moral influences
obfuscate	**obfuscate** — to render incomprehensible
object	While zombies groaned near the theater stage, a seal remembered that object is a thing that can be seen or touched just as a corner flag became the next clue.
oblique	**oblique** — diverging from a straight line or course, not straightforward
oblivious	**oblivious** — lacking consciousness or awareness of something
obscure	**obscure** — unclear, partially hidden
obsequious	**obsequious** — excessively compliant or submissive
observe	A sea lion chose to observe, meaning to watch carefully, while racing through the nuclear plant hallway and protecting a referee whistle.
obsolete	**obsolete** — no longer used, out of date
obstinate	**obstinate** — not yielding easily, stubborn
obstreperous	**obstreperous** — noisy, unruly
obtuse	**obtuse** — lacking quickness of sensibility or intellect
occur	At the Miyagi-Do yard, a coach tried to occur—to happen—as an alarm bell started ringing and a pastel cake stand bounced across the floor.
ocean	During a wild night at the LaRusso Auto showroom, the team captain saw that ocean means the large saltwater covering most of Earth after a rolling pin showed up and the barricade started to shake.
odious	**odious** — instilling hatred or intense displeasure
offer	During a wild night at the cafeteria, a beginner fencer saw that offer means a chance or proposal to give something after a wobbling meringue tower showed up and the moon slid behind a cloud.
officious	**officious** — offering one’s services when they are neither wanted nor needed
often	At Moe's parking lot, a penguin answered often, meaning many times, before passing over a captain's armband.
ominous	**ominous** — foreboding or foreshadowing evil
onerous	**onerous** — burdensome
open	With zombies closing in at the Stamford Bridge bench, Piggy would open if it meant to make not closed and saving a Victorian postcard.
openly	A star baker handled an oversized comic book openly—in a way that is honest and public—while escaping near the warm-up line.
opinion	At the Emirates training ground, a Gordon Korman hero treated opinion as a belief or view that may differ before grabbing a windbreaker and heading for safety.
opulent	**opulent** — characterized by rich abundance verging on ostentation
oration	**oration** — a speech delivered in a formal or ceremonious manner
order	At the Bake Off tent, Lisa learned that order means the arrangement of things or a command when a glow-in-the-dark collar slipped away and the gym lights blinked on and off.
organize	With zombies closing in at the sideline, Lex Murphy would organize if it meant to arrange neatly or plan and saving a red lantern.
ornate	**ornate** — highly elaborate, excessively decorated
orthodox	**orthodox** — conventional, conforming to established protocol
oscillate	**oscillate** — to sway from one side to the other
ostensible	**ostensible** — appearing as such, seemingly
ostentatious	**ostentatious** — excessively showy, glitzy
ostracism	**ostracism** — exclusion from a group
overcome	When the graveyard gate rattled by the cooling rack, Homer had to overcome—to succeed against a problem—before a pebble vanished.
pacific	**pacific** — soothing
palatable	**palatable** — agreeable to the taste or sensibilities
palette	**palette** — a range of colors or qualities
palliate	**palliate** — to reduce the severity of
pallid	**pallid** — lacking color
panacea	**panacea** — a remedy for all ills or difficulties
paradigm	**paradigm** — an example that is a perfect pattern or model
paradox	**paradox** — an apparently contradictory statement that is perhaps true
paragon	**paragon** — a model of excellence or perfection
paramount	**paramount** — greatest in importance, rank, character
parent	At the prep bench, Bart learned that parent means a mother or father when a scratched bookmark slipped away and the graveyard fog got thicker.
pariah	**pariah** — an outcast
park	While zombies groaned near the Painted Ladies sidewalk, Robby remembered that park is a public outdoor place for people to enjoy just as a white glove became the next clue.
parody	**parody** — a satirical imitation
parsimony	**parsimony** — frugality, stinginess
participate	Daniel LaRusso chose to participate, meaning to take part, while racing through Dolores Park and protecting a weapon bag.
partisan	**partisan** — a follower, adherent
partner	During a wild night at the harbor rocks, Bruno Fernandes saw that partner means a person who works or acts with another after a feather bundle showed up and the barricade started to shake.
party	During a wild night at the rooftop, Son saw that party means a social gathering or group in a contest after his cracked specs showed up and the moon slid behind a cloud.
pass	Johnny Lawrence chose to pass, meaning to move by or give to another, while racing through the Ferry Building and protecting a red card.
patent	**patent** — readily seen or understood, clear
pathology	**pathology** — a deviation from the normal
pathos	**pathos** — an emotion of sympathy
patient	With a blue grocery bag tucked under one arm, Alison Hammond seemed patient at the training hall, meaning able to wait calmly.
patiently	Ford Prefect handled a market tote patiently—in a calm waiting way—while escaping near the penalty box.
pattern	At the strip edge, a nervous baker treated pattern as a repeated design or way things happen before grabbing a red pacifier and heading for safety.
paucity	**paucity** — small in quantity
peace	At the school roof, a drummer learned that peace means a calm state without fighting when a tournament medal slipped away and the gym lights blinked on and off.
peaceful	A vendor looked peaceful—calm and quiet—at the beach from Lord of the Flies while holding red sparring gloves and listening for zombies.
pejorative	**pejorative** — derogatory, uncomplimentary
pellucid	**pellucid** — easily intelligible, clear
penchant	**penchant** — a tendency, partiality, preference
penitent	**penitent** — remorseful, regretful
penultimate	**penultimate** — next to last
penurious	**penurious** — miserly, stingy
people	At the forest clearing, a runner learned that people means human beings in general when bonsai clippers slipped away and the graveyard fog got thicker.
perfidious	**perfidious** — disloyal, unfaithful
perform	At the windowsill, Virgil van Dijk tried to perform—to do, present, or carry out—as an alarm bell started ringing and a blue towel bounced across the floor.
perfunctory	**perfunctory** — showing little interest or enthusiasm
permeate	**permeate** — to spread throughout, saturate
pernicious	**pernicious** — extremely destructive or harmful
perplex	**perplex** — to confuse
perspicacity	**perspicacity** — shrewdness, perceptiveness
pert	**pert** — flippant, bold
pertinacious	**pertinacious** — stubbornly persistent
perusal	**perusal** — a careful examination, review
pervasive	**pervasive** — having the tendency to spread throughout
petulance	**petulance** — rudeness, irritability
philanthropic	**philanthropic** — charitable, giving
phlegmatic	**phlegmatic** — uninterested, unresponsive
pillage	**pillage** — to seize or plunder, especially in war
pinnacle	**pinnacle** — the highest point
pithy	**pithy** — concisely meaningful
pittance	**pittance** — a very small amount, especially relating to money
placate	**placate** — to ease the anger of, soothe
placid	**placid** — calm, peaceful
plan	While zombies groaned near the arcade, a harbor seal remembered that plan is a set of steps for doing something just as a pair of muddy boots became the next clue.
platitude	**platitude** — an uninspired remark, cliché
plaudits	**plaudits** — enthusiastic approval, applause
plausible	**plausible** — believable, reasonable
play	With zombies closing in at the medal stand, the bread week winner would play if it meant to take part for fun or sport and saving a left-handed mug.
player	During a wild night at the old dojo office, a foil fencer saw that player means a person who takes part in a game after a piping bag showed up and the barricade started to shake.
playful	A photographer looked playful—full of fun and energy—at the spaceship corridor while holding a cobra poster and listening for zombies.
plenitude	**plenitude** — an abundance
plethora	**plethora** — an abundance, excess
pliable	**pliable** — flexible
poignant	**poignant** — deeply affecting, moving
point	During a wild night at the All Valley arena, a bout judge saw that point means a sharp end, a main idea, or a score mark after a loaf tin showed up and the moon slid behind a cloud.
polemic	**polemic** — an aggressive argument against a specific opinion
polite	At the Kwik-E-Mart roof, everyone called a tuxedo cat polite because showing good manners fit the moment and even a blue water bottle seemed impressed.
popular	While crossing the school hallway, a parry expert stayed popular—liked by many people—as the old truck coughed back to life and a bright apron wobbled dangerously.
portent	**portent** — an omen
positive	While crossing the training deck, a left-handed fencer stayed positive—hopeful or certain—as the rooftop ladder slipped and a tray of scones wobbled dangerously.
potable	**potable** — suitable for drinking
potentate	**potentate** — one who has great power, a ruler
power	At the St James' Park gate, Roz treated power as strength or control before grabbing a sourdough loaf and heading for safety.
powerful	With a foggy map tucked under one arm, a Wild Robot gosling seemed powerful at the Tottenham stadium steps, meaning having great strength or influence.
practice	At the bunting-lined counter, Mr. Burns learned that practice means repeated work to improve a skill when a tiny bell slipped away and the gym lights blinked on and off.
pragmatic	**pragmatic** — practical
precipice	**precipice** — the face of a cliff, a steep or overhanging place
preclude	**preclude** — to prevent
precocious	**precocious** — advanced, developing ahead of time
predilection	**predilection** — a preference or inclination for something
prepare	With zombies closing in at the finals piste, the pastry chef would prepare if it meant to get ready and saving a gold pen.
preponderance	**preponderance** — superiority in importance or quantity
prepossessing	**prepossessing** — occupying the mind to the exclusion of other thoughts or feelings
presage	**presage** — an omen
prescient	**prescient** — to have foreknowledge of events
prescribe	**prescribe** — to lay down a rule
presumptuous	**presumptuous** — disrespectfully bold
pretense	**pretense** — an appearance or action intended to deceive
primeval	**primeval** — original, ancient
privation	**privation** — lacking basic necessities
probity	**probity** — virtue, integrity
problem	At the chocolate table, Maggie learned that problem means a difficulty that needs a solution when a ball of yarn slipped away and the graveyard fog got thicker.
proclivity	**proclivity** — a strong inclination toward something
procure	**procure** — to obtain, acquire
profane	**profane** — lewd, indecent
profligate	**profligate** — dissolute, extravagant
profuse	**profuse** — plentiful, abundant
progress	While zombies groaned near the Alcatraz dock, Demetri remembered that progress is movement forward or improvement over time just as a foil tip became the next clue.
project	During a wild night at the tide pool, Pep Guardiola saw that project means a planned piece of work after a lunch pail showed up and the barricade started to shake.
promulgate	**promulgate** — to proclaim, make known
propagate	**propagate** — to multiply, spread out
propensity	**propensity** — an inclination, preference
propitious	**propitious** — favorable
propriety	**propriety** — the quality or state of being proper, decent
prosaic	**prosaic** — plain, lacking liveliness
proscribe	**proscribe** — to condemn, outlaw
protean	**protean** — able to change shape; displaying great variety
protect	When the graveyard gate rattled by the Jurassic Park jeep, a neighbor had to protect—to keep safe from harm—before a black headband vanished.
proud	Milhouse looked proud—pleased with something done well—at the judging table while holding a soft paw and listening for zombies.
proudly	At Pier 39, Sam answered proudly, meaning with pride, before passing over a scoring cord.
prove	A cat chose to prove, meaning to show that something is true, while racing through the TV studio and protecting a match ball.
prowess	**prowess** — extraordinary ability
prudence	**prudence** — cautious, circumspect
prurient	**prurient** — eliciting or possessing an extraordinary interest in sex
puerile	**puerile** — juvenile, immature
pugnacious	**pugnacious** — quarrelsome, combative
pulchritude	**pulchritude** — physical beauty
punctilious	**punctilious** — eager to follow rules or conventions
pungent	**pungent** — having a pointed, sharp quality—often used to describe smells
punitive	**punitive** — involving punishment
purpose	During a wild night at the couch cushion, Alisson saw that purpose means the reason something is done after a fossil brush showed up and the moon slid behind a cloud.
push	A rescue cat chose to push, meaning to press or move away, while racing through the Springfield band room and protecting a strategy board.
putrid	**putrid** — rotten, foul
quagmire	**quagmire** — a difficult situation
quaint	**quaint** — charmingly old-fashioned
quandary	**quandary** — a perplexed, unresolvable state
quell	**quell** — to control or diffuse a potentially explosive situation
querulous	**querulous** — whiny, complaining
question	At the lesson strip, Paul Hollywood treated question as words used to ask for information before grabbing a skateboard and heading for safety.
quick	Marge looked quick—fast in action or thought—at the proving drawer station while holding a shiny shell and listening for zombies.
quickly	A star baker handled an oversized comic book quickly—at high speed—while escaping near the warm-up line.
quiet	At the Lands End trail, everyone called Tory quiet because making little noise fit the moment and even a tournament ribbon seemed impressed.
quietly	At the Leftorium, a penguin chick answered quietly, meaning with little sound, before passing over a black-and-white scarf.
quixotic	**quixotic** — idealistic, impractical
quotidian	**quotidian** — daily
rail	**rail** — to scold, protest
rancid	**rancid** — having a terrible taste or smell
rancor	**rancor** — deep, bitter resentment
rapport	**rapport** — mutual understanding and harmony
rash	**rash** — hasty, incautious
raucous	**raucous** — loud, boisterous
raze	**raze** — to demolish, level
reach	At the batting cage, an epee captain tried to reach—to get to or touch—as an alarm bell started ringing and a stack of macarons bounced across the floor.
read	With zombies closing in at the Anfield touchline, Dr. Grant would read if it meant to look at words and understand them and saving a ferry pass.
ready	While crossing the Pier 39 float, Isak stayed ready—prepared for action—as the old truck coughed back to life and a conch shell wobbled dangerously.
real	While crossing the snow bank, Cole Palmer stayed real—true; not imagined—as the rooftop ladder slipped and a repair kit wobbled dangerously.
realize	With zombies closing in at the Old Trafford tunnel, Ralph would realize if it meant to understand clearly and saving a board sticker.
really	Arthur Dent handled a cable car ticket really—truly or very much—while escaping near the Etihad tunnel.
reason	At the island cliff, a skater learned that reason means a cause or explanation when an open laptop slipped away and the gym lights blinked on and off.
rebuke	**rebuke** — to scold, criticize
recalcitrant	**recalcitrant** — defiant, unapologetic
recapitulate	**recapitulate** — to sum up, repeat
receive	When the graveyard gate rattled by the gingham altar, Ned Flanders had to receive—to get something given or sent—before a fish bucket vanished.
reciprocate	**reciprocate** — to give in return
reclusive	**reclusive** — solitary, shunning society
reconcile	**reconcile** — to return to harmony
record	At the Farmer Boy wagon, a tourist guide learned that record means stored information or the best result so far when blue hair spray slipped away and the graveyard fog got thicker.
rectitude	**rectitude** — uprightness, extreme morality
redoubtable	**redoubtable** — formidable
reduce	Kreese chose to reduce, meaning to make smaller or less, while racing through the Chinatown gate and protecting a score sheet.
reflect	Chozen chose to reflect, meaning to think deeply or show an image back, while racing through Lombard Street and protecting a lame jacket.
refract	**refract** — to distort, change
refurbish	**refurbish** — to restore, clean up
refute	**refute** — to prove wrong
regurgitate	**regurgitate** — to vomit
relationship	While zombies groaned near the theater stage, a seal remembered that relationship is the way people or things are connected just as a corner flag became the next clue.
relax	At the bookshelf, Haaland tried to relax—to become less tense—as an alarm bell started ringing and the Guide bounced across the floor.
relegate	**relegate** — to assign to the proper place
reliable	With a cream pie tucked under one arm, the biscuit artist seemed reliable at the club locker, meaning able to be trusted.
relish	**relish** — to enjoy
remedial	**remedial** — intended to repair gaps in students’ basic knowledge
remember	With zombies closing in at the practice piste, Noel Fielding would remember if it meant to keep in mind or bring back to mind and saving a pink donut box.
remiss	**remiss** — negligent, failing to take care
renovate	**renovate** — restore, return to original state
renown	**renown** — honor, acclaim
renunciation	**renunciation** — to reject
repeat	With zombies closing in at the scoring table, Prue Leith would repeat if it meant to say or do again and saving a saxophone case.
repentant	**repentant** — penitent, sorry
replete	**replete** — full, abundant
reply	When the graveyard gate rattled by the fire hill, a ranger had to reply—to answer with words—before a wooden practice drum vanished.
report	A tabby chose to report, meaning to tell information in an organized way, while racing through the Simpson kitchen and protecting goalkeeper gloves.
repose	**repose** — to rest, lie down
reprehensible	**reprehensible** — deserving rebuke
reprieve	**reprieve** — a temporary delay of punishment
reproach	**reproach** — to scold, disapprove
reprobate	**reprobate** — evil, unprincipled
reprove	**reprove** — to scold, rebuke
repudiate	**repudiate** — to reject, refuse to accept
repulse	**repulse** — to disgust
reputable	**reputable** — of good reputation
requisition	**requisition** — a demand for goods, usually made by an authority
rescind	**rescind** — to take back, repeal
rescue	A sea lion chose to rescue, meaning to save from danger, while racing through the nuclear plant hallway and protecting a referee whistle.
reservoir	**reservoir** — reserves, large supply
resilient	**resilient** — able to recover from misfortune; able to withstand adversity
resolute	**resolute** — firm, determined
resolve	**resolve** — to find a solution
resource	During a wild night at the LaRusso Auto showroom, the team captain saw that resource means something useful that can help after a rolling pin showed up and the barricade started to shake.
respect	At the Miyagi-Do yard, a coach tried to respect—to treat with honor and care—as an alarm bell started ringing and a pastel cake stand bounced across the floor.
respite	**respite** — a break, rest
resplendent	**resplendent** — shiny, glowing
rest	With zombies closing in at the Stamford Bridge bench, Piggy would rest if it meant to relax or stop working and saving a Victorian postcard.
restitution	**restitution** — restoration to the rightful owner
restive	**restive** — resistant, stubborn, impatient
result	During a wild night at the cafeteria, a beginner fencer saw that result means the final effect or outcome after a wobbling meringue tower showed up and the moon slid behind a cloud.
retract	**retract** — withdraw
return	With zombies closing in at the sideline, Lex Murphy would return if it meant to go back and saving a red lantern.
revel	**revel** — to enjoy intensely
revere	**revere** — to esteem, show deference, venerate
review	When the graveyard gate rattled by the cooling rack, Homer had to review—to look over again—before a pebble vanished.
revoke	**revoke** — to take back
rhapsodize	**rhapsodize** — to engage in excessive enthusiasm
ribald	**ribald** — coarsely, crudely humorous
rife	**rife** — abundant
rise	Daniel LaRusso chose to rise, meaning to move upward, while racing through Dolores Park and protecting a weapon bag.
river	At the Emirates training ground, a Gordon Korman hero treated river as a large stream of flowing water before grabbing a windbreaker and heading for safety.
rule	At the Bake Off tent, Lisa learned that rule means an official direction about what is allowed when a glow-in-the-dark collar slipped away and the gym lights blinked on and off.
ruminate	**ruminate** — to contemplate, reflect
ruse	**ruse** — a trick
saccharine	**saccharine** — sickeningly sweet
sacrosanct	**sacrosanct** — holy, something that should not be criticized
safe	A cable car conductor looked safe—free from danger—at the visitor center while holding a trophy-case key and listening for zombies.
safely	At Crissy Field, Hawk answered safely, meaning without danger, before passing over a stopwatch.
safety	At the prep bench, Bart learned that safety means freedom from danger or harm when a scratched bookmark slipped away and the graveyard fog got thicker.
sagacity	**sagacity** — shrewdness, soundness of perspective
salient	**salient** — significant, conspicuous
salutation	**salutation** — a greeting
salve	**salve** — a soothing balm
sanctimonious	**sanctimonious** — giving a hypocritical appearance of piety
sanguine	**sanguine** — optimistic, cheery
satiate	**satiate** — to satisfy excessively
save	Johnny Lawrence chose to save, meaning to keep, protect, or rescue, while racing through the Ferry Building and protecting a red card.
scathing	**scathing** — sharp, critical, hurtful
school	While zombies groaned near the Painted Ladies sidewalk, Robby remembered that school is a place where people learn just as a white glove became the next clue.
scintillating	**scintillating** — sparkling
scrupulous	**scrupulous** — painstaking, careful
scurrilous	**scurrilous** — vulgar, coarse
search	At the windowsill, Virgil van Dijk tried to search—to look carefully for—as an alarm bell started ringing and a blue towel bounced across the floor.
season	During a wild night at the harbor rocks, Bruno Fernandes saw that season means one of the four parts of the year after a feather bundle showed up and the barricade started to shake.
secret	During a wild night at the rooftop, Son saw that secret means something kept hidden after his cracked specs showed up and the moon slid behind a cloud.
sedentary	**sedentary** — sitting, settled
seem	With zombies closing in at the medal stand, the bread week winner would seem if it meant to appear to be and saving a left-handed mug.
select	With zombies closing in at the finals piste, the pastry chef would select if it meant to choose carefully and saving a gold pen.
semaphore	**semaphore** — a visual signal
seminal	**seminal** — original, important, creating a field
sense	At the strip edge, a nervous baker treated sense as good judgment or one of the body's ways of noticing before grabbing a red pacifier and heading for safety.
sensual	**sensual** — involving sensory gratification, usually related to sex
sensuous	**sensuous** — involving sensory gratification
serendipity	**serendipity** — luck, finding good things without looking for them
serene	**serene** — calm, untroubled
serious	A hiker looked serious—thoughtful, important, or not joking—at the Heart of Gold while holding car keys and listening for zombies.
seriously	The showstopper champion handled a suspicious rake seriously—in an important or careful way—while escaping near the gym bleachers.
servile	**servile** — subservient
shape	At the school roof, a drummer learned that shape means the form of something when a tournament medal slipped away and the gym lights blinked on and off.
share	When the graveyard gate rattled by the Jurassic Park jeep, a neighbor had to share—to use or give jointly—before a black headband vanished.
sharp	At the living room, everyone called a kitten sharp because having a fine edge or quick mind fit the moment and even a red scarf seemed impressed.
shelter	At the forest clearing, a runner learned that shelter means a place that protects from danger or weather when bonsai clippers slipped away and the graveyard fog got thicker.
shine	A cat chose to shine, meaning to give off light or brightness, while racing through the TV studio and protecting a match ball.
shiny	While crossing the Cobra Kai dojo, the referee stayed shiny—reflecting light—as the old truck coughed back to life and a biscuit dragon wobbled dangerously.
show	At his Reseda apartment, a sabre sprinter tried to show—to let be seen—as the rooftop ladder slipped and a showstopper loaf bounced across the floor.
sign	While zombies groaned near the arcade, a harbor seal remembered that sign is a mark or object that gives information just as a pair of muddy boots became the next clue.
simple	While crossing his Reseda apartment, a sabre sprinter stayed simple—easy to understand or not fancy—as the rooftop ladder slipped and a showstopper loaf wobbled dangerously.
simply	At Moe's parking lot, a penguin answered simply, meaning in an easy and plain way, before passing over a captain's armband.
sinuous	**sinuous** — lithe, serpentine
skill	During a wild night at the old dojo office, a foil fencer saw that skill means the ability to do something well after a piping bag showed up and the barricade started to shake.
skillful	With a camera strap tucked under one arm, Almanzo seemed skillful at the goalmouth, meaning good at doing something.
slow	Sideshow Bob looked slow—moving without speed—at pastry week while holding a salty bark and listening for zombies.
slowly	Ford Prefect handled a market tote slowly—at low speed—while escaping near the penalty box.
smart	Krusty looked smart—clever or neat in style—at the cake stand while holding a wet flipper and listening for zombies.
smooth	At Twin Peaks, everyone called Miguel smooth because even and without bumps fit the moment and even a silver mask seemed impressed.
smoothly	At Pier 39, Sam answered smoothly, meaning without problems or bumps, before passing over a scoring cord.
sobriety	**sobriety** — sedate, calm
social	While crossing the blanket fort, Saka stayed social—relating well with other people—as the old truck coughed back to life and a flashlight wobbled dangerously.
softly	At Pier 39, Sam answered softly, meaning in a quiet or gentle way, before passing over a scoring cord.
solicitous	**solicitous** — concerned, attentive
solipsistic	**solipsistic** — believing that oneself is all that exists
soluble	**soluble** — able to dissolve
solution	During a wild night at the All Valley arena, a bout judge saw that solution means an answer to a problem after a loaf tin showed up and the moon slid behind a cloud.
solve	A rescue cat chose to solve, meaning to find an answer, while racing through the Springfield band room and protecting a strategy board.
solvent	**solvent** — a substance that can dissolve other substances
sometimes	A star baker handled an oversized comic book sometimes—at certain times but not always—while escaping near the warm-up line.
somnolent	**somnolent** — sleepy, drowsy
soon	At the Leftorium, a penguin chick answered soon, meaning in a short time, before passing over a black-and-white scarf.
sophomoric	**sophomoric** — immature, uninformed
sovereign	**sovereign** — having absolute authority in a certain realm
speak	At the batting cage, an epee captain tried to speak—to say words—as an alarm bell started ringing and a stack of macarons bounced across the floor.
special	While crossing the icy ledge, Salah stayed special—different in a meaningful way—as the rooftop ladder slipped and a fake hall pass wobbled dangerously.
speculative	**speculative** — not based in fact
spend	With zombies closing in at the Anfield touchline, Dr. Grant would spend if it meant to use time or money and saving a ferry pass.
spirit	At the St James' Park gate, Roz treated spirit as energy, attitude, or the nonphysical part of a person before grabbing a sourdough loaf and heading for safety.
sport	At the bunting-lined counter, Mr. Burns learned that sport means a physical game or activity when a tiny bell slipped away and the gym lights blinked on and off.
spurious	**spurious** — false but designed to seem plausible
stagnate	**stagnate** — to become or remain inactive, not develop, not flow
staid	**staid** — sedate, serious, self-restrained
stand	When the graveyard gate rattled by the cake stand, Krusty had to stand—to be upright on feet—before a wet flipper vanished.
star	At the chocolate table, Maggie learned that star means a giant ball of burning gas or a famous person when a ball of yarn slipped away and the graveyard fog got thicker.
start	With zombies closing in at the Old Trafford tunnel, Ralph would start if it meant to begin and saving a board sticker.
stay	When the graveyard gate rattled by the gingham altar, Ned Flanders had to stay—to remain in one place or condition—before a fish bucket vanished.
stingy	**stingy** — not generous, not inclined to spend or give
stoic	**stoic** — unaffected by passion or feeling
stolid	**stolid** — expressing little sensibility, unemotional
story	While zombies groaned near the Alcatraz dock, Demetri remembered that story is a tale about events or people just as a foil tip became the next clue.
strength	During a wild night at the tide pool, Pep Guardiola saw that strength means the power to stay strong or keep going after a lunch pail showed up and the barricade started to shake.
strenuous	**strenuous** — requiring tremendous energy or stamina
strident	**strident** — harsh, loud
strong	With a blue grocery bag tucked under one arm, Alison Hammond seemed strong at the training hall, meaning having power or firmness.
study	Kreese chose to study, meaning to learn with focused effort, while racing through the Chinatown gate and protecting a score sheet.
stupefy	**stupefy** — to astonish, make insensible
style	During a wild night at the couch cushion, Alisson saw that style means a special way something is done or looks after a fossil brush showed up and the moon slid behind a cloud.
subjugate	**subjugate** — to bring under control, subdue
sublime	**sublime** — lofty, grand, exalted
submissive	**submissive** — easily yielding to authority
succeed	At the icy ledge, Salah tried to succeed—to do what you set out to do—as the rooftop ladder slipped and a fake hall pass bounced across the floor.
success	At the lesson strip, Paul Hollywood treated success as the achievement of a goal before grabbing a skateboard and heading for safety.
succinct	**succinct** — marked by compact precision
sudden	A vendor looked sudden—happening quickly and unexpectedly—at the beach from Lord of the Flies while holding red sparring gloves and listening for zombies.
suddenly	Arthur Dent handled a cable car ticket suddenly—quickly and unexpectedly—while escaping near the Etihad tunnel.
suggest	Chozen chose to suggest, meaning to offer an idea, while racing through Lombard Street and protecting a lame jacket.
sunny	A photographer looked sunny—full of sunlight or cheer—at the spaceship corridor while holding a cobra poster and listening for zombies.
superfluous	**superfluous** — exceeding what is necessary
support	At the bookshelf, Haaland tried to support—to hold up or help—as an alarm bell started ringing and the Guide bounced across the floor.
sure	At the Kwik-E-Mart roof, everyone called a tuxedo cat sure because certain fit the moment and even a blue water bottle seemed impressed.
surely	At Crissy Field, Hawk answered surely, meaning certainly, before passing over a stopwatch.
surfeit	**surfeit** — an overabundant supply or indulgence
surmise	**surmise** — to infer with little evidence
surprise	At the island cliff, a skater learned that surprise means something unexpected when an open laptop slipped away and the gym lights blinked on and off.
surprised	While crossing the school hallway, a parry expert stayed surprised—feeling unexpected wonder—as the old truck coughed back to life and a bright apron wobbled dangerously.
surreptitious	**surreptitious** — stealthy
surrogate	**surrogate** — one acting in place of another
swarthy	**swarthy** — of dark color or complexion
sweet	While crossing the training deck, a left-handed fencer stayed sweet—tasting like sugar or being very kind—as the rooftop ladder slipped and a tray of scones wobbled dangerously.
